SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT, ISIN
704UP30,Uttar Pradesh State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN3320190249
704UP31,Uttar Pradesh State,SG,100,100,100,7.04,31-DEC-2021,,29-DEC-2031,,,,,IN3320210187
704WB35,West Bengal State,SG,100,100,100,7.04,05-OCT-2020,,30-SEP-2035,,,,,IN3420200112
705AP31,Andhra Pradesh State,SG,100,100,100,7.05,27-JUL-2020,,12-FEB-2031,,,,,IN1020190485
705AP35,Andhra Pradesh State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN1020210234
705AS30,Assam State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN1220190210
705HP35,Himachal Pradesh State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2035,,,,,IN1720200154
705HR40,Haryana State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2040,,,,,IN1620200106
705JH30,Jharkhand State,SG,100,100,100,7.05,27-JUL-2020,,26-FEB-2030,,,,,IN3720190039
705KL30,Kerala State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2020190210
705KL36,Kerala State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN2020210166
705MH32,Maharashtra State,SG,100,100,100,7.05,09-OCT-2020,,07-OCT-2032,,,,,IN2220200231
705MN30,Manipur State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2320190068
705MZ35,Mizoram State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2035,,,,,IN2520200048
705NL30,Nagaland State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2620190065
705NL31,Nagaland State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2620200070
705PN31,Punjab State,SG,100,100,100,7.05,12-FEB-2021,,10-FEB-2031,,,,,IN2820200193
705RJ31,Rajasthan State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2920200689
705RJ41,Rajasthan State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN2920210118
705TN26,Tamilnadu State,SG,100,100,100,7.05,27-JUL-2020,,20-NOV-2026,,,,,IN3120190191
705TS35,Telangana State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN4520210134
705TS41,Telangana State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN4520210043
705UK31,Uttarakhand State,SG,100,100,100,7.05,31-DEC-2021,,29-DEC-2031,,,,,IN3620210036
705WB30,West Bengal State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN3420190214
705WB31,West Bengal State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN3420200252
705WB36,West Bengal State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN3420210152
705WB36A,West Bengal State,SG,100,100,100,7.05,24-DEC-2021,,22-DEC-2036,,,,,IN3420210210
706AP30,Andhra Pradesh State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN1020190501
706CG29,Chattisgarh State,SG,100,100,100,7.06,18-MAR-2021,,17-MAR-2029,,,,,IN3520200129
706JK33,Jammu & Kashmir State,SG,100,100,100,7.06,08-NOV-2021,,02-NOV-2033,,,,,IN4920210080
706KL38,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2038,,,,,IN2020210067
706KL39,Kerala State,SG,100,100,100,7.06,03-SEP-2021,,01-SEP-2039,,,,,IN2020210133
706KL41,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN2020210075
706MZ34,Mizoram State,SG,100,100,100,7.06,08-OCT-2021,,06-OCT-2034,,,,,IN2520210047
706TS41,Telangana State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN4520210076
706UK30,Uttarakhand State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN3620190113
706WB36,West Bengal State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2036,,,,,IN3420210038
707AS31,Assam State,SG,100,100,100,7.07,19-FEB-2021,,17-FEB-2031,,,,,IN1220200282
707GJ31,Gujarat State,SG,100,100,100,7.07,26-FEB-2021,,24-FEB-2031,,,,,IN1520200271
707HR37,Haryana State,SG,100,100,100,7.07,25-JUN-2021,,23-JUN-2037,,,,,IN1620210063
707JK30,Jammu & Kashmir State,SG,100,100,100,7.07,27-JUL-2020,,04-MAR-2030,,,,,IN1820190164
707MP32,Madhya Pradesh State,SG,100,100,100,7.07,09-OCT-2020,,07-OCT-2032,,,,,IN2120200174
707RJ46,Rajasthan State,SG,100,100,100,7.07,11-JUN-2021,,09-JUN-2046,,,,,IN2920210134
707TN38,Tamilnadu State,SG,100,100,100,7.07,24-DEC-2021,,22-DEC-2038,,,,,IN3120210270
708AP35,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2035,,,,,IN1020210374
708AP40,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2040,,,,,IN1020210382
708CG29,Chattisgarh State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2029,,,,,IN3520200111
708CG30,Chattisgarh State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2030,,,,,IN3520190064
708GJ31,Gujarat State,SG,100,100,100,7.08,15-MAR-2021,,10-MAR-2031,,,,,IN1520200289
708JK36,Jammu & Kashmir State,SG,100,100,100,7.08,03-SEP-2021,,01-SEP-2036,,,,,IN4920210064
708KA31,Karnataka State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2031,,,,,IN1920190205
708KA34,Karnataka State,SG,100,100,100,7.08,09-OCT-2020,,07-OCT-2034,,,,,IN1920200301
708KA34A,Karnataka State,SG,100,100,100,7.08,22-OCT-2021,,20-OCT-2034,,,,,IN1920210060
708MH31,Maharashtra State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2031,,,,,IN2220200348
708PY26,Puducherry - Union Territory,SG,100,100,100,7.08,27-JUL-2020,,20-NOV-2026,,,,,IN3820190038
708RJ30,Rajasthan State,SG,100,100,100,7.08,27-JUL-2020,,18-MAR-2030,,,,,IN2920190450
708TS42,Telangana State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2042,,,,,IN4520210175
708UP31,Uttar Pradesh State,SG,100,100,100,7.08,19-FEB-2021,,17-FEB-2031,,,,,IN3320200295
708WB41,West Bengal State,SG,100,100,100,7.08,29-OCT-2021,,27-OCT-2041,,,,,IN3420210160
709AP39,Andhra Pradesh State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2039,,,,,IN1020210325
709KA30,Karnataka State,SG,100,100,100,7.09,27-JUL-2020,,18-MAR-2030,,,,,IN1920190213
709KL36,Kerala State,SG,100,100,100,7.09,25-JUN-2021,,23-JUN-2036,,,,,IN2020210059
709MP30,Madhya Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,05-FEB-2030,,,,,IN2120190110
709TS34,Telangana State,SG,100,100,100,7.09,13-AUG-2021,,11-AUG-2034,,,,,IN4520210126
709TS40,Telangana State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2040,,,,,IN4520210167
709UP30,Uttar Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,12-FEB-2030,,,,,IN3320190215
709WB40,West Bengal State,SG,100,100,100,7.09,09-OCT-2020,,07-OCT-2040,,,,,IN3420200120
70AP38,Andhra Pradesh State,SG,100,100,100,7,11-JUN-2021,,09-JUN-2038,,,,,IN1020210119
70AP38A,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2038,,,,,IN1020210390
70AP39,Andhra Pradesh State,SG,100,100,100,7,05-OCT-2020,,30-SEP-2039,,,,,IN1020200383
70AP39A,Andhra Pradesh State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2039,,,,,IN1020210242
70AP39B,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2039,,,,,IN1020210408
70GA31,Goa State,SG,100,100,100,7,08-NOV-2021,,02-NOV-2031,,,,,IN1420210131
70GA31A,Goa State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN1420210164
70JH33,Jharkhand State,SG,100,100,100,7,08-OCT-2021,,06-OCT-2033,,,,,IN3720210027
70JK33,Jammu & Kashmir State,SG,100,100,100,7,24-DEC-2021,,22-DEC-2033,,,,,IN4920210106
70MH28,Maharashtra State,SG,100,100,100,7,27-JUL-2020,,12-FEB-2028,,,,,IN2220190119
70MN31,Manipur State,SG,100,100,100,7,02-JUL-2021,,30-JUN-2031,,,,,IN2320210023
70MN31A,Manipur State,SG,100,100,100,7,18-OCT-2021,,13-OCT-2031,,,,,IN2320210056
70MN31B,Manipur State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN2320210072
70MP31,Madhya Pradesh State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN2120210017
70MZ34,Mizoram State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2034,,,,,IN2520210039
70NL31,Nagaland State,SG,100,100,100,7,18-OCT-2021,,13-OCT-2031,,,,,IN2620210053
70NL31A,Nagaland State,SG,100,100,100,7,24-DEC-2021,,22-DEC-2031,,,,,IN2620210061
70RJ31,Rajasthan State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN2920210233
70TN31,Tamilnadu State,SG,100,100,100,7,13-AUG-2021,,11-AUG-2031,,,,,IN3120210163
70TS36,Telangana State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2036,,,,,IN4520210142
70TS51,Telangana State,SG,100,100,100,7,19-FEB-2021,,17-FEB-2051,,,,,IN4520200333
70UK31,Uttarakhand State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN3620210028
70UP30,Uttar Pradesh State,SG,100,100,100,7,27-JUL-2020,,22-APR-2030,,,,,IN3320200022
70WB31,West Bengal State,SG,100,100,100,7,06-AUG-2021,,04-AUG-2031,,,,,IN3420210087
70WB31A,West Bengal State,SG,100,100,100,7,08-NOV-2021,,02-NOV-2031,,,,,IN3420210178
710GJ30,Gujarat State,SG,100,100,100,7.1,27-JUL-2020,,05-FEB-2030,,,,,IN1520190209
710UK30,Uttarakhand State,SG,100,100,100,7.1,27-JUL-2020,,18-MAR-2030,,,,,IN3620190139
710UP30,Uttar Pradesh State,SG,100,100,100,7.1,27-JUL-2020,,18-MAR-2030,,,,,IN3320190264
711AS30,Assam State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN1220190186
711CG30,Chattisgarh State,SG,100,100,100,7.11,27-JUL-2020,,18-MAR-2030,,,,,IN3520190072
711GJ31,Gujarat State,SG,100,100,100,7.11,18-MAR-2021,,17-MAR-2031,,,,,IN1520200297
711HP28,Himachal Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2028,,,,,IN1720190116
711HP30,Himachal Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN1720190124
711MP30,Madhya Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,18-MAR-2030,,,,,IN2120190185
711MZ30,Mizoram State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN2520190058
711UK30,Uttarakhand State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN3620190089
712AP35,Andhra Pradesh State,SG,100,100,100,7.12,16-JUL-2021,,14-JUL-2035,,,,,IN1020210192
712AP37,Andhra Pradesh State,SG,100,100,100,7.12,25-JUN-2021,,23-JUN-2037,,,,,IN1020210168
712AS32,Assam State,SG,100,100,100,7.12,07-JAN-2022,,05-JAN-2032,,,,,IN1220210208
712HR40,Haryana State,SG,100,100,100,7.12,27-JUL-2020,,04-MAR-2040,,,,,IN1620190182
712KA34,Karnataka State,SG,100,100,100,7.12,31-DEC-2021,,29-DEC-2034,,,,,IN1920210201
712MP35,Madhya Pradesh State,SG,100,100,100,7.12,27-JUL-2020,,04-MAR-2035,,,,,IN2120190151
712MZ34,Mizoram State,SG,100,100,100,7.12,09-JUL-2021,,07-JUL-2034,,,,,IN2520210021
712UP32,Uttar Pradesh State,SG,100,100,100,7.12,07-JAN-2022,,05-JAN-2032,,,,,IN3320210195
712WB36,West Bengal State,SG,100,100,100,7.12,31-DEC-2021,,29-DEC-2036,,,,,IN3420210228
712WB51,West Bengal State,SG,100,100,100,7.12,03-SEP-2021,,01-SEP-2051,,,,,IN3420210111
713AP36,Andhra Pradesh State,SG,100,100,100,7.13,25-JUN-2021,,23-JUN-2036,,,,,IN1020210150
713AP36A,Andhra Pradesh State,SG,100,100,100,7.13,18-OCT-2021,,13-OCT-2036,,,,,IN1020210333
713HR32,Haryana State,SG,100,100,100,7.13,07-JAN-2022,,05-JAN-2032,,,,,IN1620210139
713KL46,Kerala State,SG,100,100,100,7.13,02-JUL-2021,,30-JUN-2046,,,,,IN2020210083
713RJ31,Rajasthan State,SG,100,100,100,7.13,15-MAR-2021,,10-MAR-2031,,,,,IN2920200788
713RJ41,Rajasthan State,SG,100,100,100,7.13,02-JUL-2021,,30-JUN-2041,,,,,IN2920210209
714AP34,Andhra Pradesh State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2034,,,,,IN1020190477
714AP35,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2035,,,,,IN1020210424
714AP36,Andhra Pradesh State,SG,100,100,100,7.14,16-JUL-2021,,14-JUL-2036,,,,,IN1020210200
714AP37,Andhra Pradesh State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2037,,,,,IN1020210218
714AP40,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2040,,,,,IN1020210432
714AP41,Andhra Pradesh State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2041,,,,,IN1020210226
714AP41A,Andhra Pradesh State,SG,100,100,100,7.14,18-OCT-2021,,13-OCT-2041,,,,,IN1020210341
714AP41B,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2041,,,,,IN1020210440
714BR30,Bihar State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN1320190201
714GA30,Goa State,SG,100,100,100,7.14,27-JUL-2020,,01-JAN-2030,,,,,IN1420190150
714HP33,Himachal Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2033,,,,,IN1720210088
714HR31,Haryana State,SG,100,100,100,7.14,18-MAR-2021,,17-MAR-2031,,,,,IN1620200171
714JK36,Jammu & Kashmir State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2036,,,,,IN4920210114
714KA29,Karnataka State,SG,100,100,100,7.14,27-JUL-2020,,04-DEC-2029,,,,,IN1920190114
714KA29A,Karnataka State,SG,100,100,100,7.14,27-JUL-2020,,24-DEC-2029,,,,,IN1920190130
714KA32,Karnataka State,SG,100,100,100,7.14,14-JAN-2022,,12-JAN-2032,,,,,IN1920210243
714KL35,Kerala State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2035,,,,,IN2020210174
714MH29,Maharashtra State,SG,100,100,100,7.14,27-JUL-2020,,24-DEC-2029,,,,,IN2220190093
714PN32,Punjab State,SG,100,100,100,7.14,07-JAN-2022,,05-JAN-2032,,,,,IN2820210135
714PN36,Punjab State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2036,,,,,IN2820210127
714RJ30,Rajasthan State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN2920190385
714RJ32,Rajasthan State,SG,100,100,100,7.14,14-JAN-2022,,12-JAN-2032,,,,,IN2920210423
714SK30,Sikkim State,SG,100,100,100,7.14,27-JUL-2020,,22-APR-2030,,,,,IN3020200017
714TS33,Telangana State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2033,,,,,IN4520210217
714TS41,Telangana State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2041,,,,,IN4520210118
714UP30,Uttar Pradesh State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN3320190207
714WB32,West Bengal State,SG,100,100,100,7.14,07-JAN-2022,,05-JAN-2032,,,,,IN3420210236
715AP31,Andhra Pradesh State,SG,100,100,100,7.15,27-JUL-2020,,04-MAR-2031,,,,,IN1020190519
715AP32,Andhra Pradesh State,SG,100,100,100,7.15,27-JUL-2020,,04-MAR-2032,,,,,IN1020190527
715AP36,Andhra Pradesh State,SG,100,100,100,7.15,27-JUL-2020,,29-JAN-2036,,,,,IN1020190451
715AP37,Andhra Pradesh State,SG,100,100,100,7.15,09-JUL-2021,,07-JUL-2037,,,,,IN1020210176
715GA30,Goa State,SG,100,100,100,7.15,27-JUL-2020,,18-MAR-2030,,,,,IN1420190192
715JK32,Jammu & Kashmir State,SG,100,100,100,7.15,09-OCT-2020,,07-OCT-2032,,,,,IN4920200099
715RJ30,Rajasthan State,SG,100,100,100,7.15,27-JUL-2020,,01-JAN-2030,,,,,IN2920190328
715RJ31,Rajasthan State,SG,100,100,100,7.15,05-MAR-2021,,03-MAR-2031,,,,,IN2920200739
715RJ31A,Rajasthan State,SG,100,100,100,7.15,18-MAR-2021,,17-MAR-2031,,,,,IN2920200796
715TN27,Tamilnadu State,SG,100,100,100,7.15,27-JUL-2020,,20-NOV-2027,,,,,IN3120190209
715UP32,Uttar Pradesh State,SG,100,100,100,7.15,14-JAN-2022,,12-JAN-2032,,,,,IN3320210203
715WB35,West Bengal State,SG,100,100,100,7.15,27-JUL-2020,,29-JAN-2035,,,,,IN3420190180
716GA31,Goa State,SG,100,100,100,7.16,18-MAR-2021,,17-MAR-2031,,,,,IN1420200280
716GS2050,Government of India,GS,100,100,1,7.16,21-APR-2020,,20-SEP-2050,,,,,IN0020200054
716KA30,Karnataka State,SG,100,100,100,7.16,27-JUL-2020,,08-JAN-2030,,,,,IN1920190148
716KL30,Kerala State,SG,100,100,100,7.16,27-JUL-2020,,29-JAN-2030,,,,,IN2020190194
716ML31,Meghalaya State,SG,100,100,100,7.16,18-MAR-2021,,17-MAR-2031,,,,,IN2420200122
716UP29,Uttar Pradesh State,SG,100,100,100,7.16,27-JUL-2020,,24-DEC-2029,,,,,IN3320190165
716UP31,Uttar Pradesh State,SG,100,100,100,7.16,18-MAR-2021,,17-MAR-2031,,,,,IN3320200337
717AS31,Assam State,SG,100,100,100,7.17,05-MAR-2021,,03-MAR-2031,,,,,IN1220200332
717BR30,Bihar State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN1320190169
717BR30A,Bihar State,SG,100,100,100,7.17,27-JUL-2020,,29-JAN-2030,,,,,IN1320190193
717CG30,Chattisgarh State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN3520190049
717GJ30,Gujarat State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN1520190183
717GJ30A,Gujarat State,SG,100,100,100,7.17,27-JUL-2020,,22-JAN-2030,,,,,IN1520190191
717HP30,Himachal Pradesh State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN1720190082
717HR29,Haryana State,SG,100,100,100,7.17,27-JUL-2020,,04-DEC-2029,,,,,IN1620190141
717HR30,Haryana State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN1620190158
717KA29,Karnataka State,SG,100,100,100,7.17,27-JUL-2020,,27-NOV-2029,,,,,IN1920190106
717KA30,Karnataka State,SG,100,100,100,7.17,27-JUL-2020,,29-JAN-2030,,,,,IN1920190155
717ML31,Meghalaya State,SG,100,100,100,7.17,05-MAR-2021,,03-MAR-2031,,,,,IN2420200114
717MP29,Madhya Pradesh State,SG,100,100,100,7.17,27-JUL-2020,,04-DEC-2029,,,,,IN2120190060
717MP35,Madhya Pradesh State,SG,100,100,100,7.17,27-JUL-2020,,01-JAN-2035,,,,,IN2120190094
717PN30,Punjab State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN2820190105
717PN30A,Punjab State,SG,100,100,100,7.17,27-JUL-2020,,05-FEB-2030,,,,,IN2820190121
717RJ30,Rajasthan State,SG,100,100,100,7.17,27-JUL-2020,,08-JAN-2030,,,,,IN2920190336
717TN29,Tamilnadu State,SG,100,100,100,7.17,27-JUL-2020,,27-NOV-2029,,,,,IN3120190217
717TR30,Tripura State,SG,100,100,100,7.17,27-JUL-2020,,29-JAN-2030,,,,,IN3220190042
717TS41,Telangana State,SG,100,100,100,7.17,23-JUL-2021,,20-JUL-2041,,,,,IN4520210100
717UK29,Uttarakhand State,SG,100,100,100,7.17,27-JUL-2020,,04-DEC-2029,,,,,IN3620190063
717UP31,Uttar Pradesh State,SG,100,100,100,7.17,15-MAR-2021,,10-MAR-2031,,,,,IN3320200329
718AP28,Andhra Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,04-DEC-2028,,,,,IN1020190386
718AP33,Andhra Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,05-FEB-2033,,,,,IN1020190469
718AP40,Andhra Pradesh State,SG,100,100,100,7.18,07-JAN-2022,,05-JAN-2040,,,,,IN1020210465
718AS29,Assam State,SG,100,100,100,7.18,27-JUL-2020,,04-DEC-2029,,,,,IN1220190129
718AS30,Assam State,SG,100,100,100,7.18,27-JUL-2020,,22-JAN-2030,,,,,IN1220190160
718BR30,Bihar State,SG,100,100,100,7.18,27-JUL-2020,,22-JAN-2030,,,,,IN1320190185
718CG27,Chattisgarh State,SG,100,100,100,7.18,27-JUL-2020,,04-DEC-2027,,,,,IN3520190031
718CG30,Chattisgarh State,SG,100,100,100,7.18,27-JUL-2020,,29-JAN-2030,,,,,IN3520190056
718GJ30,Gujarat State,SG,100,100,100,7.18,27-JUL-2020,,01-JAN-2030,,,,,IN1520190175
718HP32,Himachal Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,22-JAN-2032,,,,,IN1720190108
718HR41,Haryana State,SG,100,100,100,7.18,26-FEB-2021,,24-FEB-2041,,,,,IN1620200155
718KA33,Karnataka State,SG,100,100,100,7.18,07-JAN-2022,,05-JAN-2033,,,,,IN1920210227
718KL29,Kerala State,SG,100,100,100,7.18,27-JUL-2020,,27-NOV-2029,,,,,IN2020190178
718MN31,Manipur State,SG,100,100,100,7.18,15-MAR-2021,,10-MAR-2031,,,,,IN2320200099
718MP30,Madhya Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,01-JAN-2030,,,,,IN2120190086
718RJ29,Rajasthan State,SG,100,100,100,7.18,27-JUL-2020,,04-DEC-2029,,,,,IN2920190294
718RJ30,Rajasthan State,SG,100,100,100,7.18,27-JUL-2020,,29-JAN-2030,,,,,IN2920190369
718SK31,Sikkim State,SG,100,100,100,7.18,15-MAR-2021,,10-MAR-2031,,,,,IN3020200066
718TS33,Telangana State,SG,100,100,100,7.18,07-JAN-2022,,05-JAN-2033,,,,,IN4520210225
718TS51,Telangana State,SG,100,100,100,7.18,02-JUL-2021,,30-JUN-2051,,,,,IN4520210084
718UP30,Uttar Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,08-JAN-2030,,,,,IN3320190173
718UP30A,Uttar Pradesh State,SG,100,100,100,7.18,27-JUL-2020,,29-JAN-2030,,,,,IN3320190199
718WB35,West Bengal State,SG,100,100,100,7.18,27-JUL-2020,,01-JAN-2035,,,,,IN3420190164
719AP34,Andhra Pradesh State,SG,100,100,100,7.19,27-JUL-2020,,22-JAN-2034,,,,,IN1020190444
719AP38,Andhra Pradesh State,SG,100,100,100,7.19,09-JUL-2021,,07-JUL-2038,,,,,IN1020210184
719GS2060,Government of India,GS,100,100,1,7.19,15-APR-2020,,15-SEP-2060,,,,,IN0020200039
719JK29,Jammu & Kashmir State,SG,100,100,100,7.19,27-JUL-2020,,27-NOV-2029,,,,,IN1820190123
719KA39,Karnataka State,SG,100,100,100,7.19,18-MAR-2021,,17-MAR-2039,,,,,IN1920200699
719KA40,Karnataka State,SG,100,100,100,7.19,18-MAR-2021,,17-MAR-2040,,,,,IN1920200707
719KL51,Kerala State,SG,100,100,100,7.19,27-AUG-2021,,25-AUG-2051,,,,,IN2020210117
719ML41,Meghalaya State,SG,100,100,100,7.19,02-JUL-2021,,30-JUN-2041,,,,,IN2420210022
719MP40,Madhya Pradesh State,SG,100,100,100,7.19,27-JUL-2020,,04-MAR-2040,,,,,IN2120190169
719PN37,Punjab State,SG,100,100,100,7.19,07-JAN-2022,,05-JAN-2037,,,,,IN2820210143
719SK31,Sikkim State,SG,100,100,100,7.19,26-FEB-2021,,24-FEB-2031,,,,,IN3020200058
719TN30,Tamilnadu State,SG,100,100,100,7.19,27-JUL-2020,,27-NOV-2030,,,,,IN3120190225
719TN35,Tamilnadu State,SG,100,100,100,7.19,27-JUL-2020,,08-JAN-2035,,,,,IN3120190258
719UP29,Uttar Pradesh State,SG,100,100,100,7.19,27-JUL-2020,,27-NOV-2029,,,,,IN3320190132
719UP31,Uttar Pradesh State,SG,100,100,100,7.19,05-MAR-2021,,03-MAR-2031,,,,,IN3320200311
719WB29,West Bengal State,SG,100,100,100,7.19,27-JUL-2020,,27-NOV-2029,,,,,IN3420190131
719WB36,West Bengal State,SG,100,100,100,7.19,18-MAR-2021,,17-MAR-2036,,,,,IN3420200286
71AP37,Andhra Pradesh State,SG,100,100,100,7.1,09-OCT-2020,,07-OCT-2037,,,,,IN1020200391
71JK30,Jammu & Kashmir State,SG,100,100,100,7.1,27-JUL-2020,,05-FEB-2030,,,,,IN1820190156
71JK33,Jammu & Kashmir State,SG,100,100,100,7.1,02-JUL-2021,,30-JUN-2033,,,,,IN4920210049
71JK33A,Jammu & Kashmir State,SG,100,100,100,7.1,13-AUG-2021,,11-AUG-2033,,,,,IN4920210056
71KA32,Karnataka State,SG,100,100,100,7.1,07-JAN-2022,,05-JAN-2032,,,,,IN1920210219
71MH32,Maharashtra State,SG,100,100,100,7.1,05-OCT-2020,,30-SEP-2032,,,,,IN2220200207
71MH36,Maharashtra State,SG,100,100,100,7.1,06-AUG-2021,,04-AUG-2036,,,,,IN2220210206
71WB30,West Bengal State,SG,100,100,100,7.1,27-JUL-2020,,12-FEB-2030,,,,,IN3420190198
720AR30,Arunachal Pradesh State,SG,100,100,100,7.2,27-JUL-2020,,18-MAR-2030,,,,,IN1120190047
720AS30,Assam State,SG,100,100,100,7.2,27-JUL-2020,,18-MAR-2030,,,,,IN1220190236
720ML30,Meghalaya State,SG,100,100,100,7.2,27-JUL-2020,,18-MAR-2030,,,,,IN2420190075
720MZ30,Mizoram State,SG,100,100,100,7.2,27-JUL-2020,,18-MAR-2030,,,,,IN2520190066
721AP31,Andhra Pradesh State,SG,100,100,100,7.21,27-JUL-2020,,27-NOV-2031,,,,,IN1020190378
721MP34,Madhya Pradesh State,SG,100,100,100,7.21,27-JUL-2020,,04-DEC-2034,,,,,IN2120190078
721PY28,Puducherry - Union Territory,SG,100,100,100,7.21,27-JUL-2020,,04-DEC-2028,,,,,IN3820190046
721TR29,Tripura State,SG,100,100,100,7.21,27-JUL-2020,,27-NOV-2029,,,,,IN3220190034
722AP28,Andhra Pradesh State,SG,100,100,100,7.22,27-JUL-2020,,06-NOV-2028,,,,,IN1020190303
722AP30,Andhra Pradesh State,SG,100,100,100,7.22,27-JUL-2020,,20-NOV-2030,,,,,IN1020190345
722AP31,Andhra Pradesh State,SG,100,100,100,7.22,27-JUL-2020,,20-NOV-2031,,,,,IN1020190352
